'head', 1, 0, 24, 25, 0
'second', 1, 0, 10, 12, 0
'keep', 1, 0, 6, 8, 0
'up', 1, 0, 8, 9, 0
'off', 1, 0, 3, 24, 0
'need', 1, 0, 3, 11, 0
'goal', 1, 0, 5, 10, 0
'got', 1, 0, 2, 10, 0
'Los', 1, 1, 4, 13, 0
'matched', 1, 0, 3, 20, 0
'while', 1, 0, 0, 10, 0
'NBA', 1, 1, 8, 14, 0
'the', 1, 0, 2, 13, 0
'in', 1, 0, 12, 26, 0
'fitful', 1, 0, 20, 33, 0
'Denver', 1, 1, 3, 7, 0
'has', 1, 0, 16, 27, 0
'its', 1, 0, 23, 27, 0
'second', 1, 0, 2, 30, 0
'to', 1, 0, 5, 22, 0
'Visit', 1, 1, 0, 14, 0
'QPR', 1, 1, 2, 14, 0
'see', 1, 0, 9, 13, 0
'I', 1, 1, 0, 10, 0
'the', 1, 0, 2, 19, 0
'stint', 1, 0, 21, 25, 0
'In', 1, 1, 0, 14, 0
'women', 1, 0, 3, 15, 0
'national', 1, 0, 5, 22, 0
"''", 1, 0, 0, 10, 0
'her', 1, 0, 8, 9, 0
'Woman', 1, 1, 11, 16, 0
'every', 1, 0, 9, 12, 0
'excitement', 1, 0, 7, 25, 0
'three', 1, 0, 14, 17, 0
'that', 1, 0, 17, 18, 0
'the', 1, 0, 24, 26, 0
'his', 1, 0, 13, 35, 0
'go', 1, 0, 2, 12, 0
'Flying', 1, 1, 10, 12, 0
'the', 1, 0, 1, 6, 0
'and', 1, 0, 7, 13, 0
'some', 1, 0, 11, 22, 0
'the', 1, 0, 13, 16, 0
'the', 1, 0, 13, 32, 0
'that', 1, 0, 15, 17, 0
'to', 1, 0, 9, 25, 0
'getting', 1, 0, 4, 9, 0
'from', 1, 0, 3, 6, 0
'do', 1, 0, 4, 9, 0
'been', 1, 0, 2, 7, 0
'award-winning', 1, 0, 16, 22, 0
'regain', 1, 0, 4, 8, 0
'has', 1, 0, 22, 27, 0
'was', 1, 0, 2, 5, 0
'player', 1, 0, 19, 30, 0
'a', 1, 0, 18, 23, 0
'the', 1, 0, 3, 9, 0
'leading', 1, 0, 10, 15, 0
'against', 1, 0, 4, 13, 0
'medal', 1, 0, 10, 11, 0
'and', 1, 0, 4, 13, 0
'materialize', 1, 0, 5, 6, 0
'And', 1, 1, 0, 22, 0
'workouts', 1, 0, 15, 16, 0
'Earlier', 1, 1, 0, 2, 0
'television', 1, 0, 6, 14, 0
'said', 1, 0, 1, 11, 0
"NFL's", 1, 1, 8, 11, 0
'up', 1, 0, 8, 11, 0
'professional', 1, 0, 7, 19, 0
'Yes', 1, 1, 0, 1, 0
'said', 1, 0, 1, 16, 0
'"I', 1, 0, 0, 7, 0
'released', 1, 0, 6, 22, 0
'The', 1, 1, 0, 17, 0
'a', 1, 0, 1, 5, 0
'much', 1, 0, 6, 29, 0
'NFL', 1, 1, 5, 7, 0
'and', 1, 0, 4, 7, 0
'to', 1, 0, 6, 17, 0
'a', 1, 0, 21, 23, 0
'to', 1, 0, 4, 12, 0
'get', 1, 0, 5, 11, 0
'The', 1, 1, 0, 18, 0
'for', 1, 0, 6, 19, 0
'got', 1, 0, 21, 26, 0
'people', 1, 0, 15, 19, 0
'changes', 1, 0, 6, 23, 0
'hamstring', 1, 0, 25, 27, 0
'feel', 1, 0, 3, 8, 0
'career', 1, 0, 16, 17, 0
'Francisco', 1, 1, 1, 2, 0
'just', 1, 0, 12, 14, 0
'San', 1, 1, 4, 10, 0
'with', 1, 0, 18, 20, 0
'game', 1, 0, 10, 11, 0
'was', 1, 0, 1, 10, 0
'off-guard', 1, 0, 5, 26, 0
'nursing', 1, 0, 5, 16, 0
'straight', 1, 0, 7, 11, 0
'so', 1, 0, 9, 21, 0
'the', 1, 0, 10, 15, 0
"year's", 1, 0, 10, 18, 0
'National', 1, 1, 1, 11, 0
'and', 1, 0, 7, 14, 0
"''", 1, 0, 0, 3, 0
'like', 1, 0, 10, 26, 0
'in', 1, 0, 11, 26, 0
'trying', 1, 0, 2, 7, 0
'with', 1, 0, 0, 12, 0
'hot', 1, 0, 9, 16, 0
'native', 1, 0, 12, 14, 0
'one', 1, 0, 13, 14, 0
'to', 1, 0, 3, 10, 0
'in', 1, 0, 7, 12, 0
'with', 1, 0, 4, 19, 0
'a', 1, 0, 7, 12, 0
'selected', 1, 0, 4, 21, 0
'led', 1, 0, 12, 17, 0
'with', 1, 0, 16, 26, 0
'positive', 1, 0, 13, 15, 0
'linking', 1, 0, 7, 29, 0
'in', 1, 0, 18, 34, 0
'work', 1, 0, 17, 18, 0
'son', 1, 0, 8, 16, 0
'on', 1, 0, 22, 24, 0
'defensive', 1, 0, 11, 17, 0
'gave', 1, 0, 4, 10, 0
'put', 1, 0, 14, 22, 0
'a', 1, 0, 4, 6, 0
'this', 1, 0, 8, 10, 0
'new', 1, 0, 4, 23, 0
'one', 1, 0, 7, 15, 0
'of', 1, 0, 8, 16, 0
'it', 1, 0, 8, 16, 0
'a', 1, 0, 4, 11, 0
'short', 1, 0, 14, 29, 0
'the', 1, 0, 5, 8, 0
'it', 1, 0, 0, 6, 0
'in', 1, 0, 6, 9, 0
'the', 1, 0, 2, 4, 0
'LIVE', 1, 1, 13, 14, 0
'to', 1, 0, 8, 15, 0
'the', 1, 0, 0, 9, 0
'just', 1, 0, 1, 14, 0
'series', 1, 0, 13, 14, 0
'ride', 1, 0, 5, 13, 0
'contests', 1, 0, 10, 11, 0
'"', 1, 0, 0, 1, 0
'very', 1, 0, 1, 3, 0
'took', 1, 0, 9, 17, 0
'I', 1, 1, 4, 10, 0
'to', 1, 0, 1, 9, 0
'his', 1, 0, 3, 5, 0
'future', 1, 0, 8, 10, 0
'horse', 1, 0, 5, 7, 0
'probably', 1, 0, 2, 10, 0
'the', 1, 0, 16, 19, 0
'the', 1, 0, 2, 20, 0
'those', 1, 0, 3, 9, 0
'St', 1, 1, 10, 19, 0
'work', 1, 0, 28, 33, 0
'did', 1, 0, 2, 20, 0
'sixth-man', 1, 0, 1, 6, 0
'East', 1, 1, 0, 7, 0
'an', 1, 0, 9, 16, 0
'the', 1, 0, 16, 25, 0
'Showtime', 1, 1, 4, 10, 0
'of', 1, 0, 9, 29, 0
'beat', 1, 0, 12, 26, 0
'the', 1, 0, 3, 26, 0
'a', 1, 0, 3, 9, 0
'alone', 1, 0, 3, 4, 0
'before', 1, 0, 5, 11, 0
"Cleveland's", 1, 1, 6, 19, 0
'back', 1, 0, 12, 15, 0
'never', 1, 0, 4, 9, 0
'taking', 1, 0, 2, 8, 0
'to', 1, 0, 12, 14, 0
'expected', 1, 0, 7, 14, 0
'the', 1, 0, 2, 8, 0
'quick', 1, 0, 3, 13, 0
"''", 1, 0, 0, 12, 0
'in', 1, 0, 3, 7, 0
'for', 1, 0, 6, 31, 0
'Paris', 1, 1, 6, 19, 0
'who', 1, 0, 0, 13, 0
'potent', 1, 0, 8, 35, 0
'player', 1, 0, 4, 17, 0
'and', 1, 0, 9, 16, 0
'Premier', 1, 1, 18, 23, 0
'found', 1, 0, 3, 11, 0
'that', 1, 0, 0, 5, 0
'Elite', 1, 1, 5, 18, 0
'yards', 1, 0, 16, 29, 0
'Sunday', 1, 1, 10, 11, 0
'know', 1, 0, 2, 12, 0
'knowing', 1, 0, 10, 23, 0
'worked', 1, 0, 2, 12, 0
'physical', 1, 0, 6, 7, 0
'a', 1, 0, 4, 22, 0
'free', 1, 0, 4, 11, 0
'two', 1, 0, 1, 17, 0
'see', 1, 0, 10, 20, 0
'video', 1, 0, 9, 11, 0
'their', 1, 0, 12, 18, 0
'one', 1, 0, 10, 20, 0
'and', 1, 0, 1, 15, 0
'that', 1, 0, 1, 5, 0
'easy', 1, 0, 4, 9, 0
'energy', 1, 0, 9, 16, 0
'of', 1, 0, 16, 18, 0
'Free', 1, 1, 7, 12, 0
'first', 1, 0, 6, 13, 0
'Big', 1, 1, 1, 9, 0
'exactly', 1, 0, 14, 17, 0
'rout', 1, 0, 17, 25, 0
'what', 1, 0, 12, 17, 0
'made', 1, 0, 9, 22, 0
'a', 1, 0, 6, 12, 0
'medals', 1, 0, 17, 29, 0
'time', 1, 0, 1, 13, 0
'buyout', 1, 0, 8, 14, 0
'to', 1, 0, 1, 7, 0
'most', 1, 0, 5, 10, 0
'feather', 1, 0, 1, 30, 0
'targeting', 1, 0, 15, 26, 0
"It's", 1, 1, 0, 4, 0
'any', 1, 0, 8, 12, 0
'to', 1, 0, 6, 9, 0
'off', 1, 0, 1, 4, 0
'some', 1, 0, 19, 22, 0
'to', 1, 0, 3, 21, 0
'who', 1, 0, 0, 9, 0
'and', 1, 0, 8, 17, 0
'plays', 1, 0, 6, 9, 0
'importantly', 1, 0, 5, 8, 0
'The', 1, 1, 0, 16, 0
'effective', 1, 0, 4, 17, 0
'Now', 1, 1, 0, 16, 0
'silver', 1, 0, 2, 8, 0
'throughout', 1, 0, 21, 25, 0
'care', 1, 0, 17, 23, 0
'the', 1, 0, 8, 23, 0
'home', 1, 0, 12, 14, 0
'been', 1, 0, 10, 19, 0
'this', 1, 0, 13, 23, 0
'layup', 1, 0, 14, 25, 0
'social', 1, 0, 6, 28, 0
'extremely', 1, 0, 4, 21, 0
'anyone', 1, 0, 6, 10, 0
'matchups', 1, 0, 8, 9, 0
'them', 1, 0, 11, 16, 0
'FA', 1, 1, 15, 24, 0
'goals', 1, 0, 9, 12, 0
'this', 1, 0, 5, 7, 0
'confident', 1, 0, 8, 27, 0
'I', 1, 1, 0, 17, 0
'since', 1, 0, 2, 12, 0
'game', 1, 0, 12, 29, 0
'pairs', 1, 0, 16, 22, 0
'shopping', 1, 0, 12, 14, 0
'the', 1, 0, 3, 5, 0
'biggest', 1, 0, 3, 25, 0
'a', 1, 0, 3, 11, 0
'receiving', 1, 0, 8, 21, 0
'next', 1, 0, 5, 7, 0
'the', 1, 0, 5, 15, 0
'was', 1, 0, 3, 14, 0
'life', 1, 0, 8, 19, 0
'by', 1, 0, 1, 9, 0
'me', 1, 0, 2, 6, 0
'Green', 1, 1, 18, 20, 0
'player', 1, 0, 2, 15, 0
"''", 1, 0, 0, 3, 0
'think', 1, 0, 10, 15, 0
'the', 1, 0, 13, 30, 0
'Board', 1, 1, 10, 11, 0
'figured', 1, 0, 20, 29, 0
'series', 1, 0, 27, 32, 0
'the', 1, 0, 1, 19, 0
'at', 1, 0, 9, 12, 0
'but', 1, 0, 0, 7, 0
'highly', 1, 0, 9, 26, 0
'his', 1, 0, 4, 6, 0
'the', 1, 0, 11, 16, 0
'vice', 1, 0, 2, 17, 0
'because', 1, 0, 17, 33, 0
'"', 1, 0, 0, 1, 0
'the', 1, 0, 10, 22, 0
'resurgent', 1, 0, 5, 18, 0
'tomorrow', 1, 0, 6, 17, 0
'I', 1, 1, 6, 15, 0
'a', 1, 0, 6, 10, 0
'for', 1, 0, 2, 18, 0
'But', 1, 1, 0, 23, 0
'has', 1, 0, 0, 35, 0
'of', 1, 0, 8, 11, 0
'and', 1, 0, 4, 22, 0
'did', 1, 0, 0, 9, 0
'an', 1, 0, 13, 19, 0
'by', 1, 0, 7, 12, 0
'docked', 1, 0, 5, 16, 0
'games', 1, 0, 14, 25, 0
'to', 1, 0, 3, 10, 0
'being', 1, 0, 5, 8, 0
'mindset', 1, 0, 11, 14, 0
'Phoenix', 1, 1, 3, 16, 0
'seconds', 1, 0, 17, 25, 0
'the', 1, 0, 10, 17, 0
'Boston', 1, 1, 0, 15, 0
'his', 1, 0, 4, 11, 0
'basketball', 1, 0, 3, 17, 0
'afterthought', 1, 0, 1, 12, 0
'to', 1, 0, 8, 11, 0
'to', 1, 0, 0, 10, 0
'cushion', 1, 0, 14, 18, 0
'Wednesday', 1, 1, 21, 23, 0
'I', 1, 1, 2, 9, 0
'the', 1, 0, 4, 10, 0
'South', 1, 1, 0, 16, 0
'of', 1, 0, 8, 44, 0
'the', 1, 0, 4, 7, 0
'enough', 1, 0, 8, 14, 0
'who', 1, 0, 0, 10, 0
'horse', 1, 0, 3, 12, 0
'nothing', 1, 0, 2, 9, 0
'great', 1, 0, 3, 14, 0
'have', 1, 0, 2, 5, 0
'sad', 1, 0, 1, 10, 0
'facemask', 1, 0, 25, 26, 0
'our', 1, 0, 5, 10, 0
'going', 1, 0, 2, 21, 0
'is', 1, 0, 2, 9, 0
'trying', 1, 0, 32, 44, 0
'to', 1, 0, 2, 18, 0
'years', 1, 0, 10, 26, 0
'will', 1, 0, 1, 2, 0
'beast', 1, 0, 3, 14, 0
'would', 1, 0, 27, 42, 0
'team', 1, 0, 10, 20, 0
'playoff', 1, 0, 17, 21, 0
'way', 1, 0, 9, 13, 0
'even', 1, 0, 0, 5, 0
'in', 1, 0, 11, 20, 0
'won', 1, 0, 1, 35, 0
'a', 1, 0, 8, 22, 0
'his', 1, 0, 3, 7, 0
'today', 1, 0, 4, 24, 0
'Aston', 1, 1, 22, 27, 0
'straight', 1, 0, 5, 14, 0
'I', 1, 1, 9, 15, 0
'American', 1, 1, 15, 18, 0
'a', 1, 0, 7, 16, 0
'season', 1, 0, 12, 13, 0
'the', 1, 0, 19, 36, 0
'get', 1, 0, 3, 5, 0
'competition', 1, 0, 7, 8, 0
'was', 1, 0, 4, 29, 0
'the', 1, 0, 7, 22, 0
'in', 1, 0, 4, 9, 0
'player', 1, 0, 1, 8, 0
'he', 1, 0, 19, 24, 0
'consecutive', 1, 0, 13, 15, 0
'and', 1, 0, 9, 12, 0
'a', 1, 0, 8, 26, 0
'life', 1, 0, 9, 10, 0
'he', 1, 0, 13, 25, 0
'"The', 1, 0, 0, 15, 0
'going', 1, 0, 7, 15, 0
'clear', 1, 0, 9, 27, 0
'partners', 1, 0, 3, 12, 0
'troubled', 1, 0, 2, 11, 0
'at', 1, 0, 9, 19, 0
'two', 1, 0, 4, 9, 0
'the', 1, 0, 7, 10, 0
'almost', 1, 0, 1, 5, 0
'standard', 1, 0, 7, 11, 0
'the', 1, 0, 1, 4, 0
'about', 1, 0, 2, 4, 0
'television', 1, 0, 17, 27, 0
'easy', 1, 0, 2, 13, 0
"March's", 1, 1, 10, 20, 0
'cheap', 1, 0, 18, 19, 0
'try', 1, 0, 3, 11, 0
'inside', 1, 0, 14, 35, 0
'tight', 1, 0, 13, 28, 0
'have', 1, 0, 18, 29, 0
'Sunday', 1, 1, 4, 5, 0
'Grand', 1, 1, 8, 12, 0
'off', 1, 0, 12, 34, 0
'Stadium', 1, 1, 12, 13, 0
'the', 1, 0, 3, 19, 0
'game', 1, 0, 4, 9, 0
'fifth', 1, 0, 15, 24, 0
'traded', 1, 0, 1, 3, 0
'teammate', 1, 0, 10, 34, 0
'fight', 1, 0, 9, 10, 0
'Love', 1, 1, 3, 12, 0
'past', 1, 0, 9, 14, 0
'regardless', 1, 0, 6, 9, 0
'Sharks', 1, 1, 4, 18, 0
'the', 1, 0, 5, 11, 0
'rivalry', 1, 0, 1, 14, 0
'Aston', 1, 1, 24, 30, 0
'him', 1, 0, 10, 26, 0
'their', 1, 0, 5, 16, 0
'was', 1, 0, 1, 14, 0
'said', 1, 0, 2, 3, 0
'needed', 1, 0, 1, 14, 0
'via', 1, 0, 11, 44, 0
'"Last', 1, 0, 0, 9, 0
'He', 1, 1, 0, 6, 0
'sign', 1, 0, 5, 14, 0
'first', 1, 0, 3, 5, 0
'two', 1, 0, 8, 26, 0
'in', 1, 0, 5, 19, 0
'the', 1, 0, 9, 29, 0
'from', 1, 0, 11, 13, 0
'the', 1, 0, 10, 17, 0
'record', 1, 0, 22, 35, 0
'championships', 1, 0, 13, 14, 0
'on', 1, 0, 10, 13, 0
'be', 1, 0, 19, 33, 0
'on', 1, 0, 0, 4, 0
'the', 1, 0, 33, 35, 0
'For', 1, 1, 1, 13, 0
'free', 1, 0, 22, 26, 0
'wearing', 1, 0, 22, 27, 0
'accidentally', 1, 0, 13, 21, 0
'statement', 1, 0, 7, 33, 0
'the', 1, 0, 25, 27, 0
'legs', 1, 0, 17, 26, 0
'and', 1, 0, 11, 15, 0
'home-field', 1, 0, 24, 30, 0
'with', 1, 0, 5, 8, 0
'have', 1, 0, 1, 12, 0
'they', 1, 0, 5, 9, 0
'in', 1, 0, 10, 11, 0
'alpine', 1, 0, 8, 35, 0
'points', 1, 0, 1, 4, 0
'you', 1, 0, 0, 10, 0
'staked', 1, 0, 24, 27, 0
'possibly', 1, 0, 0, 21, 0
'are', 1, 0, 3, 8, 0
'exclusive', 1, 0, 2, 14, 0
'whole', 1, 0, 7, 14, 0
'slalom', 1, 0, 9, 10, 0
'sure', 1, 0, 4, 12, 0
'goals', 1, 0, 4, 19, 0
'no', 1, 0, 5, 14, 0
'sprint', 1, 0, 4, 29, 0
'been', 1, 0, 4, 12, 0
'in', 1, 0, 10, 15, 0
'the', 1, 0, 15, 17, 0
'teammate', 1, 0, 33, 34, 0
'an', 1, 0, 2, 8, 0
"''", 1, 0, 0, 1, 0
'a', 1, 0, 8, 11, 0
'partner', 1, 0, 15, 16, 0
'the', 1, 0, 9, 11, 0
'jump', 1, 0, 9, 10, 0
'and', 1, 0, 12, 20, 0
'top', 1, 0, 16, 21, 0
'targeted', 1, 0, 22, 36, 0
'devoured', 1, 0, 3, 11, 0
'Convention', 1, 1, 12, 15, 0
'player', 1, 0, 4, 20, 0
'member', 1, 0, 3, 13, 0
'late', 1, 0, 5, 10, 0
'be', 1, 0, 3, 17, 0
'celebrating', 1, 0, 7, 33, 0
'its', 1, 0, 5, 11, 0
"''", 1, 0, 0, 3, 0
'missed', 1, 0, 5, 14, 0
'get', 1, 0, 3, 9, 0
'told', 1, 0, 6, 8, 0
'is', 1, 0, 2, 8, 0
'will', 1, 0, 6, 18, 0
'fire', 1, 0, 13, 17, 0
'and', 1, 0, 0, 22, 0
'statement', 1, 0, 5, 6, 0
'League', 1, 1, 35, 40, 0
'was', 1, 0, 12, 25, 0
'Angeles', 1, 1, 21, 42, 0
'NBA', 1, 1, 2, 8, 0
'is', 1, 0, 1, 10, 0
'streaky', 1, 0, 1, 27, 0
'so', 1, 0, 0, 5, 0
'major-league', 1, 0, 3, 5, 0
'in London', 2, 0, 21, 25, 0
'Cubs Convention', 2, 1, 11, 15, 0
'to celebrate', 2, 0, 7, 9, 0
'and video', 2, 0, 1, 3, 0
'secure a', 2, 0, 28, 34, 0
'female member', 2, 0, 2, 13, 0
"'' The", 2, 0, 0, 17, 0
'third January', 2, 0, 4, 14, 0
'skiing disciplines', 2, 0, 9, 35, 0
'the first', 2, 0, 7, 22, 0
'in question', 2, 0, 9, 17, 0
'played already', 2, 0, 1, 13, 0
'of the', 2, 0, 4, 11, 0
'are disappointed', 2, 0, 1, 5, 0
'excitement for', 2, 0, 7, 25, 0
'try to', 2, 0, 2, 8, 0
'chance to', 2, 0, 4, 18, 0
'a little', 2, 0, 7, 14, 0
'confident relegation', 2, 0, 6, 13, 0
'a success', 2, 0, 6, 8, 0
'anyone as', 2, 0, 11, 23, 0
'lost her', 2, 0, 14, 27, 0
'want nothing', 2, 0, 3, 10, 0
"wasn't widely", 2, 0, 1, 13, 0
'hung in', 2, 0, 1, 4, 0
'last year', 2, 0, 3, 23, 0
'service by', 2, 0, 5, 13, 0
'made a', 2, 0, 1, 4, 0
'to sign', 2, 0, 9, 19, 0
'embarked upon', 2, 0, 1, 13, 0
'a plea', 2, 0, 5, 19, 0
'club Stuttgart', 2, 0, 2, 20, 0
'the biggest', 2, 0, 10, 17, 0
'in the', 2, 0, 29, 35, 0
'you read', 2, 0, 0, 12, 0
'dramatic and', 2, 0, 10, 19, 0
'to have', 2, 0, 4, 11, 0
'in the', 2, 0, 12, 30, 0
'receivers Roddy', 2, 0, 12, 18, 0
'with an', 2, 0, 21, 29, 0
'logo for', 2, 0, 1, 26, 0
'sure we', 2, 0, 9, 21, 0
"San Jose's", 2, 1, 0, 11, 0
'come out', 2, 0, 3, 12, 0
'WNBA in', 2, 0, 6, 17, 0
'admirers of', 2, 0, 7, 13, 0
'read that', 2, 0, 1, 12, 0
'Minnesota forward', 2, 0, 1, 6, 0
'saw him', 2, 0, 5, 16, 0
'won silver', 2, 0, 6, 10, 0
'on a', 2, 0, 1, 9, 0
'made in', 2, 0, 4, 9, 0
'we really', 2, 0, 1, 11, 0
'He has', 2, 0, 0, 5, 0
'deal with', 2, 0, 8, 20, 0
'Las Vegas', 2, 1, 16, 18, 0
'"It\'s nice', 2, 0, 0, 8, 0
'the club', 2, 0, 7, 9, 0
'they deserve', 2, 0, 0, 9, 0
'six-game losing', 2, 0, 11, 14, 0
'Providence on', 2, 0, 10, 13, 0
'Football Writers', 2, 1, 22, 26, 0
'police officer', 2, 0, 2, 22, 0
'and a', 2, 0, 17, 30, 0
'need a', 2, 0, 5, 17, 0
'has sparked', 2, 0, 3, 21, 0
'has been', 2, 0, 6, 20, 0
'also managed', 2, 0, 1, 17, 0
'over his', 2, 0, 4, 8, 0
'to win', 2, 0, 3, 7, 0
'the first', 2, 0, 4, 23, 0
'in the', 2, 0, 5, 8, 0
'left off', 2, 0, 11, 34, 0
'their stride', 2, 0, 4, 11, 0
'and two', 2, 0, 11, 17, 0
'visit Fortaleza', 2, 0, 4, 6, 0
'to be', 2, 0, 2, 17, 0
'Writer for', 2, 0, 6, 9, 0
'and Donegal', 2, 0, 20, 22, 0
'represents our', 2, 0, 10, 13, 0
'in the', 2, 0, 5, 25, 0
'in Paris', 2, 0, 3, 8, 0
'spot in', 2, 0, 19, 24, 0
'message on', 2, 0, 2, 9, 0
